cid	size	cluster
Resurrection	5	resurrect.v,resurrection.n,return.v,come back.v,rise.v
Color_qualities	7	warm.a,vivid.a,light.a,dull.a,dark.a,pale.a,bright.a
Alternativity	6	never.adv,no longer.adv,no.art,without.prep,far.a,not.adv
Closure	15	button.v,unzip.v,lace.v,close.v,zip.v,unscrew.v,unfasten.v,buckle.v,fasten.v,unbuckle.v,uncork.v,seal.v,tie.v,cap.v,open.v
Giving	75	pass.v,rent.v,afford.v,turn in.v,pass out.v,fuel.v,submission.n,endow.v,volunteer.v,fund.v,hand in.v,gift.v,fix up.v,provision.n,lease.v,bankroll.v,donor.n,yield.v,contribute.v,support.v,submit.v,loan.n,supply.n,payment.n,file.v,retail.v,supplier.n,surrender.v,fob off.v,shell out.v,finance.v,will.v,equipment.n,lend.v,donation.n,supply.v,contribution.n,outfit.v,charity.n,disbursement.n,furnish.v,hand over.v,payer.n,retailer.n,equip.v,treat.v,confer (upon).v,leave.v,bequest.n,give up.v,vend.v,vendor.n,sell.v,provision.v,back.v,foist.v,sale.n,loan.v,auction.v,donate.v,seller.n,relinquish.v,hand.v,pay.v,hand in.v,auction.n,gift.n,advance.v,provide.v,issue.v,give.v,disburse.v,hand out.v,give out.v,bequeath.v
Conduct	18	conduct.v,carry oneself.v,treat.v,misbehavior.n,behave.v,act.v,way.n,conduct.n,act up.v,behavior.n,misbehave.v,demeanor.n,manner.n,comportment.n,bearing.n,mistreat.v,deportment.n,use.v
Correctness	8	incorrect.a,wrong.a,exact.a,accurate.a,correct.a,correctness.n,true.a,right.a
Quantified_mass	58	load.n,myriad.n,flood.n,deluge.n,many.a,number.n,several.a,mass.n,thousands.n,a lot.n,a bit.n,touch.n,smattering.n,mite.n,torrent.n,both.a,billions.n,handful.n,no.a,stream.n,quantity.n,dose.n,fair.a,mountain.n,millions.n,dozens.n,pinch.n,a little.n,few.a,scads.n,measure.n,avalanche.n,wave.n,heap.n,pile.n,hundreds.n,any.a,modicum.n,raft.n,many.n,amount.n,numerous.a,ounce.n,trickle.n,few.n,ton.n,oodles.n,a few.art,plethora.n,scores.n,deal.n,abundance.n,degree.n,all.a,several.n,multiple.a,trace.n,shitload.n
Biological_urge	49	exhaustion.n,exhausted.a,hunger.n,hungry.a,sleepiness.n,horny.a,nauseous.a,drowsiness.n,bilious.a,dog-tired.a,nausea.n,soporific.a,sated.a,pooped.a,arousal.n,somnolent.a,knackered.a,parched.a,thirsty.a,thirst.n,weary.a,beat.a,randy.a,drowsy.a,queasy.a,tired.a,turned on.a,weariness.n,famished.a,ravenous.a,bone-weary.a,tuckered.a,sick.a,sleepy.a,enervated.a,nauseated.a,somnolence.n,fatigue.n,peckish.a,full.a,tiredness.n,amorous.a,in the mood.a,tuckered out.a,bushed.a,worn out.a,queasiness.n,fatigued.a,aroused.a
Fall_asleep	8	nod off.v,konk out.v,pass out.v,faint.v,zonk out.v,drift off.v,doze off.v,black out.v
Change_posture	25	hunch.v,squat down.v,hunch up.v,stand.v,sprawl out.v,kneel up.v,kneel down.v,sit up.v,sprawl.v,huddle.v,sit down.v,stoop.v,lean.v,lie.v,slouch.v,rise.v,crouch down.v,stand up.v,sit.v,lie down.v,squat.v,crouch.v,bend.v,kneel.v,drop.v
Irregular_combatants	6	belligerent.n,hostile.n,fighter.n,guerrilla.n,militant.n,combatant.n
Word_relations	14	meronym.n,collocate.v,holonym.n,contrary.n,hyponym.n,antonym.n,collocate.n,homonym.n,synonymous.a,homophone.n,homograph.n,homophonous.a,hypernym.n,synonym.n
Undergo_change	46	changeable.a,transmutation.n,transition.n,fusable.a,veer.v,decline.v,decay.v,swing.v,metamorphose.v,go.v,change.n,transform.v,transition.v,fissile.a,ameliorate.v,radioactivity.n,amelioration.n,shape up.v,deterioration.n,fission.v,nuclear.a,deteriorate.v,decay.n,conversion.n,improve.v,transubstantiate.v,decline.n,thermonuclear.a,transmute.v,convert.v,look up.v,radioactive.a,transmogrify.v,change.v,worsen.v,fusion.n,shift.n,plummet.v,metamorphosis.n,transubstantiation.n,fuse.v,transformation.n,improvement.n,turn.v,shift.v,fission.n
Severity_of_offense	4	actionable.a,felonious.a,capital.a,indictable.a
Medical_specialties	29	psychoanalysis.n,dentistry.n,epidemiology.n,therapy.n,rheumatology.n,psychotherapy.n,midwifery.n,radiology.n,dermatology.n,neonatology.n,homeopathy.n,chiropractic.n,endocrinology.n,gynaecology.n,speech therapy.n,nephrology.n,haematology.n,paediatrics.n,cardiology.n,immunology.n,histology.n,neurology.n,obstetrics.n,podiatry.n,allopathy.n,medicine.n,oncology.n,gastroenterology.n,orthopaedics.n
Employment_continue	0	
Disaster_scenario	0	
Visit_host_departure	0	
Giving_birth	21	calving.n,propagate.v,sire.v,lay.v,beget.v,generate.v,carry to term.v,lambing.n,birth.n,have.v,drop.v,bring forth.v,kid.v,spawn.v,father.v,get.v,bear.v,calve.v,whelp.v,birth.v,mother.v
Violence	3	violence.n,savagery.n,brutality.n
Motion_directional	10	fall.v,angle.v,plunge.v,descend.v,drop.v,topple.v,plummet.v,rise.v,dip.v,slant.v
Becoming_visible	1	appear.v
Wagering	3	wager.n,bet.v,wager.v
State_of_entity	14	state.n,trouble.n,scrape.n,fix.n,condition.n,mess.n,predicament.n,plight.n,pinch.n,misfortune.n,pickle.n,jam.n,bind.n,problem.n
Adjusting	6	adjustment.n,tweak.v,adjust.v,calibrate.v,tweak.n,calibration.n
Natural_features	127	mesa.n,slough.n,fjord.n,isle.n,bayou.n,bank.n,outcrop.n,foothill.n,islet.n,tor.n,cay.n,eyot.n,island.n,archipelago.n,sandbar.n,plateau.n,seamount.n,crag.n,delta.n,coombe.n,guyot.n,glacier.n,key.n,peak.n,volcano.n,canyon.n,crater.n,declivity.n,mount.n,corrie.n,ridge.n,cove.n,bar.n,coast.n,sandbank.n,skerry.n,bay.n,sandspit.n,rapids.n,inlet.n,cirque.n,reef.n,cliff.n,hillock.n,watershed.n,channel.n,clough.n,height.n,dale.n,headland.n,beach.n,rill.n,defile.n,isthmus.n,continent.n,mountain.n,dell.n,peak.n,depression.n,cave.n,knoll.n,continental.a,cavern.n,range.n,coastal.a,cordillera.n,dingle.n,wash.n,iceberg.n,strand.n,shore.n,lake.n,gap.n,rugged.a,berg.n,pass.n,gulf.n,falls.n,crevasse.n,cascade.n,pond.n,glen.n,land.n,waterfall.n,water.n,cataract.n,shoreline.n,tarn.n,graben.n,range [grazing].n,spring.n,creek.n,gulch.n,source.n,stream.n,estuary.n,vale.n,gully.n,hollow.n,ravine.n,brook.n,sound.n,atoll.n,beck.n,strait.n,floe.n,mouth.n,hummock.n,loch.n,seaboard.n,valley.n,moraine.n,dune.n,river.n,burn.n,hill.n,massif.n,sea.n,shelf.n,butte.n,summit.n,ocean.n,shoal.n,fell.n,pool.n,lagoon.n,peninsula.n
Body_mark	21	mole.n,birthmark.n,zit.n,rash.n,scar.n,boil.n,love bite.n,blotch.n,blister.n,freckle.n,blackhead.n,blemish.n,cold sore.n,callus.n,acne.n,pimple.n,bedsore.n,liver spot.n,pustule.n,wart.n,sore.n
Commerce_collect	15	revenue.n,loss.n,net.n,net.v,profit.n,make.v,earn.v,income.n,lose.v,collection.n,earnings.n,collect.v,charge.v,pull.v,result.n
Predicting	10	prophecy.n,forecast.v,predict.v,claim.v,prophesy.v,foretell.v,prognosticate.v,prediction.n,vaticinate.v,soothsay.v
Subordinates_and_superiors	16	servant.n,assistant.n,paxman.n,minion.n,master.n,superior.n,junior.a,serve.v,subordinate.n,hireling.n,goon.n,underling.n,lackey.n,senior.a,stooge.n,henchman.n
Change_event_duration	8	extend.v,abbreviate.v,drag out.v,prolong.v,cut short.v,slow.v,protract.v,shorten.v
Hit_or_miss	6	miss.v,hit.n,wide.adv,bullseye.n,hit.v,hole in one.n
Forming_relationships	17	divorce.n,marriage (into).n,betroth.v,wed.v,woo.v,wedding.n,befriend.v,engagement.n,divorce.v,leave.v,separation.n,betrothal.n,separate.v,tie the knot.v,marriage.n,marry.v,marry (into).v
Pre_lose_possession	0	
Referring_by_name	9	name.n,call.v,label.v,call.v,refer.v,brand.v,term.v,designation.n,address.v
Having_or_lacking_access	5	access.n,accessible.a,inaccessible.a,blocked.a,access.v
Fullness	4	fullness.n,emptiness.n,empty.a,full.a
Eventive_affecting	335	convince.v,rent.v,get even.v,elicit.v,bring about.v,set off.v,retaliation.n,stir up.v,lot.n,retaliate.v,call forth.v,execute.v,vengeful.a,stars.n,lease.v,vindictive.a,engender.v,execution.n,kindle.v,create.v,guillotine.v,kismet.n,suffer.v,avenger.n,fate.n,arouse.v,stimulate.v,put to death.v,retributive.a,guillotining.n,get back (at).v,retributory.a,catch.v,abandon.v,finance.v,give rise.v,trigger.v,bolt.v,motivate.v,mean.v,defection.n,see.v,revenger.n,result.n,historic [entity].a,revengeful.a,get.v,for.c,defect.v,the breaks.n,generate.v,force.v,excite.v,emigre.n,responsible.a,desertion.n,leave.v,desert.v,destiny.n,emigrant.n,set off.v,incite.v,destined.a,spark.v,emigration.n,consequence.n,make history.idio,emigrate.v,resultant.a,instigate.v,historic.a,executioner.n,firing squad.n,retribution.n,sally.v,so.c,prompt.v,vacate.v,consequent.a,hangman.n,revenge.v,dictate.v,produce.v,revenge.n,escapee.n,consequential.a,in the cards.adv,due to.prep,split.v,motivate.v,set out.v,sway.v,hanging.n,retreat.v,legacy.n,headsman.n,resulting.a,avenge.v,decide.v,doomed.a,contract.v,vengeance.n,come down (with).v,quit.v,doom.n,withdraw.v,hang.v,withdrawal.n,actuate.v,sanction.n,vamoose.v,fated.a,provoke.v,payback.n,skedaddle.v,acquire.v,predestined.a,retreat.n,fortune.n,response.n,what become (of).v,decamp.v,happen.v,fine.v,cause.n,bring about.v,bankroll.v,react.v,evacuation.n,lead (to).v,reason.n,support.v,send.v,bring.v,strike.v,loan.n,cause.v,scourge.v,retail.v,causative.a,bring on.v,caning.n,get out.v,lend.v,precipitate.v,respond.v,lash.n,scarper.v,induce.v,escape.v,render.v,act (on).v,bust out.v,put.v,fly the coop.v,since.c,retailer.n,because.c,because of.prep,wreak.v,get loose.v,see.v,pop in.v,vend.v,vendor.n,result (in).v,cane.v,sell.v,back.v,sale.n,make.v,reaction.n,disappear.v,loan.v,auction.v,seller.n,evacuate.v,auction.n,age.v,get free.v,meet.v,raise.v,aging.a,hit.v,flogging.n,mature.v,pass.v,afford.v,turn in.v,pass out.v,return.n,fuel.v,submission.n,endow.v,approach.v,volunteer.v,fund.v,find.v,explode.v,hand in.v,gift.v,fix up.v,punish.v,provision.n,appear.v,donor.n,detonation.n,yield.v,contribute.v,submit.v,arrive.v,blow up.v,supply.n,arrival.n,disciplinary.a,payment.n,file.v,supplier.n,enter.v,surrender.v,fob off.v,shell out.v,stop in.v,will.v,equipment.n,donation.n,supply.v,reward.n,exit.v,contribution.n,outfit.v,make it.v,blast.n,punishment [act].n,come.v,entry.n,charity.n,disbursement.n,hit.v,furnish.v,payer.n,hand over.v,get.v,equip.v,treat.v,crest.v,confer (upon).v,explosion.n,return.v,leave.v,descend (on).v,bequest.n,give up.v,influx.n,reward.v,disappearance.n,escape.n,provision.v,transfer.v,foist.v,punishment [penalty].n,approach.n,visit.n,visit.v,touch down.v,land.v,donate.v,relinquish.v,recompense.v,hand.v,pay.v,make.v,skedaddle.v,hand in.v,vamoose.v,escape.v,gift.n,penalty.n,reach.v,vanish.v,punitive.a,leave.v,advance.v,discipline.v,exit.n,provide.v,flog.v,emerge.v,transfer.n,set down.v,issue.v,blow.v,give.v,disburse.v,exodus.n,hand out.v,give out.v,detonate.v,bequeath.v,entrance.n,departure.n,answer.n,rejoinder.n,reparations.n,spank.v,damages.n,reply.v,reaction.n,drop in.v,fine.n,come back.v,motivate.v,answer.v,acknowledge.v,dissuade.v,amerce.v,persuade.v,sway.v,incite.v,mulct.v,depart.v,comeback.n,ticket.n,retort.v,ticket.v,respond.v,response.n,convince.v,reply.n,counter.v,decamp.v,riposte.n,paddle.v,rejoin.v,retort.n
Age	12	new.a,age.n,mature.a,old.a,of.prep,oldish.a,young.a,fresh.a,maturity.n,ancient.a,youngish.a,elderly.a
Change_direction	8	veer.v,swing.v,cut.v,left.n,turn.v,bear.v,right.n,turn.n
Attention_getting	16	hello there.intj,dude.n,miss.n,excuse me.intj,officer.n,yoohoo.intj,hey.intj,ma'am.n,homes.n,pal.n,buddy.n,guy.n,bro.n,sir.n,kid.n,boy.n
Elusive_goal	3	elude.v,escape.v,evade.v
Law	9	law.n,regulation.n,policy.n,statute.n,act.n,regime.n,protocol.n,order.n,code.n
Legal_rulings	18	decree.v,rule.v,verdict.n,deem.v,pronounce.v,convict.v,acquittal.n,judge.v,clear.v,conviction.n,not guilty.a,judgment.n,find.v,ruling.n,acquit.v,adjudicate.v,guilty.a,finding.n
Sound_level	2	quiet.a,loud.a
Documents	35	ruling.n,accord.n,papers.n,agreement.n,finding.n,authorization.n,contract.n,opinion.n,testament.n,affidavit.n,lease.n,permit.n,confirmation.n,business card.n,orders.n,contractual.a,warrant.n,visa.n,brief.n,deed.n,deposition.n,charter.n,treaty.n,writ.n,passport.n,will.n,identification.n,document.n,title.n,certificate.n,diploma.n,license.n,testimony.n,summons.n,subpoena.n
Fire_stopping_scenario	0	
Conquering	7	take.v,takeover.n,overcome.v,reduce.v,fall.v,capture.v,conquer.v
Fastener	4	button.n,zipper.n,buckle.n,seal.n
Meet_specifications	4	fulfill.v,meet.v,rise to the occasion.v,rise.v
Cause_emotion	9	insult.n,concern.v,affront.v,offense.n,call name.v,affront.n,offend.v,insult.v,offensive.a
Member_of_military	7	service member.n,sailor.n,soldier.n,marine.n,troop.n,airman.n,commando.n
Change_position_on_a_scale	68	escalation.n,increase.n,rise.n,double.v,proliferate.v,mushroom.v,swing.v,multiply.v,cool off.v,grow.v,tumble.n,skyrocket.v,reach.v,plummet.v,reheat.v,chill.v,proliferation.n,decrease.v,accelerated.a,edge.v,increasingly.adv,refrigerate.v,rocket.v,explosion.n,growth.n,gain.v,cool.v,dwindle.v,tumble.v,heat.v,decline.v,swell.v,gain.n,elevation.n,shift.v,balloon.v,fall.n,shift.n,depressed.a,advance.v,growing.a,move.v,fluctuate.v,warm.v,decrease.n,triple.v,hike.n,contraction.n,elevated.a,fall.v,climb.v,increase.v,fluctuation.n,contract.v,non-proliferation.n,explode.v,dip.v,decline.n,drop.v,down.prep,diminish.v,slide.v,jump.v,depression.n,lower.v,dwindle.v,rise.v,soar.v
Locale_by_ownership	53	local.a,see.n,federal.a,internationally.adv,land.n,territorial.a,commonwealth.n,kingdom.n,state [sovereign].n,realm.n,international.a,locality.n,capital.n,estate.n,home.n,parish.n,municipal.a,homeland.n,global.a,national.a,barony.n,diocese.n,territory.n,duchy.n,nation.n,village.n,city-state.n,multinational.a,metropolis.n,provincial.a,county.n,jurisdiction.n,principality.n,megalopolis.n,township.n,borough.n,empire.n,foreign.a,property.n,city.n,domestic.a,world.n,town.n,state [internal].n,municipality.n,county seat.n,country.n,land.n,province.n,viscountcy.n,international.a,district.n,fiefdom.n
Money	8	capital.n,dinero.n,sterling.n,fund.n,cash.n,dough.n,funds.n,money.n
Socially_significant_history_scenario	0	
Existence	8	found.a,remain.v,appear.v,exist.v,existence.n,occur.v,there be.v,real.a
Eclipse	32	occlusion.n,occlude.v,masked.a,cover.v,shroud.v,obscured.a,cloaked.a,block.v,covered.a,hide.v,obscure.v,eclipse.n,screened.a,occultation.n,mask.v,conceal.v,concealed.a,hidden.a,obstruct.v,blot out.v,becloud.v,befog.v,beclouded.a,befogged.a,veil.v,enshroud.v,enshrouded.a,eclipse.v,cloak.v,veiled.a,shrouded.a,screen.v
Medical_interaction_scenario	5	doctor.n,surgeon.n,medical care.n,patient.n,nurse.n
Sleep_wake_cycle	0	
Estimating	4	put (at).v,estimate.v,estimation.n,guess.v
Cause_change_of_strength	8	strengthen.v,reinforce.v,bulwark.v,beef up.v,brace.v,buttress.v,weaken.v,fortify.v
Simple_name	2	term.n,word.n
Historic_event	3	historic.a,historic [entity].a,make history.idio
Meet_with	1	meet with.v
Being_up_to_it	3	sufficient.a,up to.prep,equal.a
Distributed_abundance	0	
Thwarting	16	hamstring.v,undercut.v,stop.v,derail.v,sabotage.v,preclude.v,counter.v,undermine.v,foil.v,prevent.v,subversion.n,stymie.v,forestall.v,subvert.v,thwart.v,frustrate.v
Becoming	44	unhinge.v,stick.v,barbecue.v,fasten.v,detach.v,stew.v,blanch.v,steam.v,agglutinate.v,dehydrate.v,go.v,toast.v,attach.v,dry.v,sizzle.v,exsiccate.v,appear.v,become.v,broil.v,take hold.v,bind.v,parboil.v,simmer.v,bake.v,cook.v,deep fry.v,fry.v,coddle.v,dry up.v,braise.v,brown.v,grill.v,moor.v,decouple.v,poach.v,turn.v,char.v,singe.v,roast.v,boil.v,scorch.v,saute.v,unhook.v,sear.v
Emotion_heat	8	boil.v,burn.v,smoulder.v,simmer.v,fume.v,chafe.v,stew.v,seethe.v
Noncombatant	3	civvie.n,non-combatant.n,civilian.n
Cause_to_be_wet	12	wet.v,sop.v,souse.v,hydrate.v,moisturize.v,saturate.v,drench.v,humidify.v,dampen.v,soak.v,douse.v,moisten.v
Breaking_off	3	snap.v,break.v,chip.v
Detaching	10	undo.v,unhinge.v,detach.v,unhook.v,untie.v,unchain.v,decouple.v,unfasten.v,unhitch.v,unmoor.v
Ingredients	6	component.n,precursor.n,trace.n,element.n,ingredient.n,material.n
Records	5	recording.n,log.n,journal.n,record.n,book.n
Abandonment	5	abandonment.n,forget.v,abandon.v,abandoned.a,leave.v
Ingest_substance	51	smoke.v,have.v,devour.v,do.v,ingestion.n,sip.v,tuck.v,sniff.v,slurp.v,drink.v,drag.n,nosh.v,sup.v,toke.n,drag.v,ingest.v,swig.v,use.v,take.v,lap.v,guzzle.v,puff.v,put away.v,have.v,dine.v,gobble.v,gulp.n,breakfast.v,feed.v,sip.n,eat.v,swig.n,lunch.v,imbibe.v,inject.v,pop.v,quaff.v,swill.v,put back.v,snack.v,pull.v,nurse.v,gulp.v,munch.v,nibble.v,feast.v,slurp.n,snort.v,shoot.v,down.v,consume.v
Hearsay	2	hear.v,read.v
Activity_paused_state	0	
Commerce_money-transfer	0	
Cause_to_wake	5	wake.v,get up.v,awaken.v,rouse.v,wake up.v
Cause_to_move_in_place	16	roll.v,wave.v,juggle.v,jiggle.v,wiggle.v,spin.v,twirl.v,vibrate.v,shake.v,swing.v,seesaw.v,rock.v,turn.v,rotate.v,squeeze.v,swirl.v
Undergoing	2	undergo.v,experience.v
Amounting_to	7	total.a,tally.n,total.v,total.n,amount.v,in amount.idio,number.v
Losing_track_of	0	
Attempt_obtain_mineral_scenario	3	mine.v,miner.n,extract.v
Achieving_first	15	invention artifact.n,discoverer.n,pioneer.v,originator.n,invent.v,inventor.n,discover.v,pioneer.n,coin.v,pioneering.a,coinage.n,find.v,originate.v,discovery.n,invention.n
Make_cognitive_connection	7	connection.n,tie.v,connect.v,link.n,link.v,tie.n,linked.a
Aggregate	132	government.n,cartel.n,society.n,batch.n,intelligence.n,naval.a,parliament.n,association.n,cluster.n,national guard.n,military forces.n,store.n,group.n,news outlet.n,train.n,flock.n,host.n,committee.n,armed forces.n,fire department.n,team.n,militia.n,swarm.n,military.a,force.n,detachment.n,army.n,delegation.n,union.n,stock.n,league.n,team.n,gaggle.n,convoy.n,bunch.n,stash.n,air force.n,fire fighter.n,brotherhood.n,detail.n,firefighter.n,squad.n,agency.n,coast guard.n,marines.n,group.n,herd.n,board.n,pack.n,order.n,navy.n,organization.n,collection.n,brood.n,army.n,cache.n,military.n,crew.n,school.n,covey.n,crop.n,mob.n,harem.n,horde.n,collection.n,stand.n,line.n,repertoire.n,posse.n,club.n,huddle.n,claque.n,judiciary.n,repertory.n,population.n,quartet.n,quintet.n,trio.n,sextet.n,institutional.a,flotilla.n,police.n,clump.n,passel.n,community.n,cargo.n,body.n,tribe.n,force.n,book.n,tribunal.n,combination.n,colony.n,institution.n,party.n,cohort.n,legion.n,heap.n,judicial.a,class.n,supply.n,clique.n,crew.n,inventory.n,assembly.n,entourage.n,variety.n,crowd.n,reserve.n,assortment.n,gang.n,throng.n,court.n,multitude.n,assemblage.n,band.n,clutch.n,multiplicity.n,bevy.n,stockpile.n,circle.n,coterie.n,train.n,family.n,corps.n,set.n,tail.n,slew.n,police department.n,retinue.n,package.n,shoal.n
Intentional_deception	6	deception.n,mislead.v,trick.v,deceive.v,fool.v,get.v
Cogitation	45	consider.v,assess.v,commit to memory.v,learn.v,reappraisal.n,evaluate.v,assessment.n,reflect.v,give thought.idio,meditate.v,think.v,memorization.n,ruminate.v,grade.v,appraise.v,deliberation.n,fret.v,appraisal.n,fuss.v,obsession.n,judge.v,rate.v,reappraise.v,ponder.v,deliberate.v,muse.v,value.v,contemplate.v,rank.v,brood.v,reflection.n,wonder.v,evaluation.n,meditation.n,consideration.n,thought.n,obsess.v,worry.v,agonize.v,mull over.v,lose sleep.v,weigh.v,memorise.v,dwell.v,contemplation.n
Enforcing	2	enforce.v,enforcement.n
Proportion	1	rate.n
Familiarity	7	unfamiliar.a,acquainted.a,intimate.a,familiar.a,ken.n,know.v,new.a
Accomplishment	6	achieve.v,effect.v,bring about.v,accomplish.v,achievement.n,accomplishment.n
Cause_temperature_change	10	heat up.v,chill.v,cool down.v,heat.v,warm up.v,refrigerate.v,overheat.v,cool.v,reheat.v,warm.v
Part_ordered_segments	6	act.n,chapter.n,layer.n,inning.n,book.n,level.n
Repayment	3	repay.v,repayment.n,pay back.v
Funding	5	back.v,finance.v,fund.v,support.v,bankroll.v
Fall_for	2	swallow.v,fall for.v
Exercising	3	work out.v,exercise.n,exercise.v
Gradable_artistic_quality	5	severe.a,cluttered.a,austere.a,busy.a,stark.a
Fairness_evaluation	7	unjust.a,inequitable.a,unjustly.adv,fairly.adv,fair.a,unfairly.adv,unfair.a
Being_necessary	8	necessity.n,requirement.n,essential.a,required.a,necessary.a,needed.a,basic.a,indispensable.a
Successfully_communicate_message	3	get through.v,get across.v,convey.v
